Country,Item,Year,yield,pest_value,emiss_value,ave_rain,ave_temp
Madagascar,Wheat,2014,23958,454,13.0193,125.25833333333333,22.933333333333334
Madagascar,Cassava,2015,77246,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,"Cocoa, beans",2015,8893,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,"Coffee, green",2015,5461,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Maize,2015,17142,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Potatoes,2015,59685,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,"Rice, paddy",2015,44257,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Sorghum,2015,5697,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Soybeans,2015,5976,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Sweet potatoes,2015,78903,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Tea,2015,1829,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Wheat,2015,23935,401,13.1753,111.92500000000001,22.974999999999998
Madagascar,Cassava,2016,78217,494,13.2581,101.97500000000001,22.825
Madagascar,"Cocoa, beans",2016,8809,494,13.2581,101.97500000000001,22.825
Madagascar,"Coffee, green",2016,5577,494,13.2581,101.97500000000001,22.825
Madagascar,Maize,2016,16976,494,13.2581,101.97500000000001,22.825
Madagascar,Potatoes,2016,59829,494,13.2581,101.97500000000001,22.825
Madagascar,"Rice, paddy",2016,46588,494,13.2581,101.97500000000001,22.825
Madagascar,Sorghum,2016,5760,494,13.2581,101.97500000000001,22.825
Madagascar,Soybeans,2016,5974,494,13.2581,101.97500000000001,22.825
Madagascar,Sweet potatoes,2016,80405,494,13.2581,101.97500000000001,22.825
Madagascar,Tea,2016,1099,494,13.2581,101.97500000000001,22.825
Madagascar,Wheat,2016,23912,494,13.2581,101.97500000000001,22.825
Madagascar,Cassava,2017,78885,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,"Cocoa, beans",2017,8802,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,"Coffee, green",2017,5667,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Maize,2017,17105,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Potatoes,2017,59969,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,"Rice, paddy",2017,49322,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Sorghum,2017,5774,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Soybeans,2017,5921,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Sweet potatoes,2017,81591,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Tea,2017,1002,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Wheat,2017,23946,643,13.3284,109.47500000000001,23.066666666666666
Madagascar,Cassava,2018,79553,706,13.341,123.11666666666666,22.891666666666666
Madagascar,"Cocoa, beans",2018,8795,706,13.341,123.11666666666666,22.891666666666666
Madagascar,"Coffee, green",2018,5756,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Maize,2018,17234,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Potatoes,2018,60109,706,13.341,123.11666666666666,22.891666666666666
Madagascar,"Rice, paddy",2018,51255,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Sorghum,2018,5782,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Soybeans,2018,6000,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Sweet potatoes,2018,82776,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Tea,2018,926,706,13.341,123.11666666666666,22.891666666666666
Madagascar,Wheat,2018,23981,706,13.341,123.11666666666666,22.891666666666666
Malawi,Cassava,1990,23536,172,1.461,68.11666666666667,22.266666666666666
Malawi,"Coffee, green",1990,14045,172,1.461,68.11666666666667,22.266666666666666
Malawi,Maize,1990,9993,172,1.461,68.11666666666667,22.266666666666666
Malawi,Plantains and others,1990,40179,172,1.461,68.11666666666667,22.266666666666666
Malawi,Potatoes,1990,102044,172,1.461,68.11666666666667,22.266666666666666
Malawi,"Rice, paddy",1990,14903,172,1.461,68.11666666666667,22.266666666666666
Malawi,Sorghum,1990,5015,172,1.461,68.11666666666667,22.266666666666666
Malawi,Tea,1990,21038,172,1.461,68.11666666666667,22.266666666666666
Malawi,Wheat,1990,7735,172,1.461,68.11666666666667,22.266666666666666
Malawi,Cassava,1991,23432,172,1.4632,87.88333333333334,22.09166666666667
Malawi,"Coffee, green",1991,14706,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Maize,1991,11419,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Plantains and others,1991,40000,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Potatoes,1991,66730,172,1.4632,87.88333333333334,22.09166666666667
Malawi,"Rice, paddy",1991,19237,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Sorghum,1991,5979,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Tea,1991,18731,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Wheat,1991,5870,172,1.4632,87.88333333333334,22.09166666666667
Malawi,Cassava,1992,20140,172,1.5103,59.625,22.599999999999998
Malawi,"Coffee, green",1992,15692,172,1.5103,59.625,22.599999999999998
Malawi,Maize,1992,4802,172,1.5103,59.625,22.599999999999998
Malawi,Plantains and others,1992,39362,172,1.5103,59.625,22.599999999999998
Malawi,Potatoes,1992,135970,172,1.5103,59.625,22.599999999999998
Malawi,"Rice, paddy",1992,13046,172,1.5103,59.625,22.599999999999998
Malawi,Sorghum,1992,1430,172,1.5103,59.625,22.599999999999998
Malawi,Tea,1992,15375,172,1.5103,59.625,22.599999999999998
Malawi,Wheat,1992,4239,172,1.5103,59.625,22.599999999999998
Malawi,Cassava,1993,28781,172,1.4724,79.43333333333334,22.224999999999998
Malawi,"Coffee, green",1993,12600,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Maize,1993,15327,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Plantains and others,1993,38479,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Potatoes,1993,90947,172,1.4724,79.43333333333334,22.224999999999998
Malawi,"Rice, paddy",1993,16834,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Sorghum,1993,4921,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Tea,1993,21349,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Wheat,1993,6306,172,1.4724,79.43333333333334,22.224999999999998
Malawi,Cassava,1994,34660,172,1.4222,66.81666666666666,22.308333333333334
Malawi,"Coffee, green",1994,12600,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Maize,1994,9209,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Plantains and others,1994,37435,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Potatoes,1994,85376,172,1.4222,66.81666666666666,22.308333333333334
Malawi,"Rice, paddy",1994,15195,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Sorghum,1994,3059,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Tea,1994,18692,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Wheat,1994,2244,172,1.4222,66.81666666666666,22.308333333333334
Malawi,Cassava,1995,34669,172,1.5143,76.675,22.766666666666666
Malawi,"Coffee, green",1995,12540,172,1.5143,76.675,22.766666666666666
Malawi,Maize,1995,13517,172,1.5143,76.675,22.766666666666666
Malawi,Plantains and others,1995,37069,172,1.5143,76.675,22.766666666666666
Malawi,Potatoes,1995,58002,172,1.5143,76.675,22.766666666666666
Malawi,"Rice, paddy",1995,15635,172,1.5143,76.675,22.766666666666666
Malawi,Sorghum,1995,7261,172,1.5143,76.675,22.766666666666666
Malawi,Tea,1995,19106,172,1.5143,76.675,22.766666666666666
Malawi,Wheat,1995,6865,172,1.5143,76.675,22.766666666666666
Malawi,Cassava,1996,45875,172,1.5227,92.24166666666667,22.333333333333332
Malawi,"Coffee, green",1996,12300,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Maize,1996,14433,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Plantains and others,1996,37419,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Potatoes,1996,90293,172,1.5227,92.24166666666667,22.333333333333332
Malawi,"Rice, paddy",1996,17619,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Sorghum,1996,7196,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Tea,1996,18511,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Wheat,1996,8619,172,1.5227,92.24166666666667,22.333333333333332
Malawi,Cassava,1997,57249,172,1.5859,98.42500000000001,22.425
Malawi,"Coffee, green",1997,12303,172,1.5859,98.42500000000001,22.425
Malawi,Maize,1997,10959,172,1.5859,98.42500000000001,22.425
Malawi,Plantains and others,1997,38383,172,1.5859,98.42500000000001,22.425
Malawi,Potatoes,1997,95765,172,1.5859,98.42500000000001,22.425
Malawi,"Rice, paddy",1997,16273,172,1.5859,98.42500000000001,22.425
Malawi,Sorghum,1997,4712,172,1.5859,98.42500000000001,22.425
Malawi,Tea,1997,15798,172,1.5859,98.42500000000001,22.425
Malawi,Wheat,1997,5896,172,1.5859,98.42500000000001,22.425
Malawi,Cassava,1998,54939,136,1.7216,70.98333333333333,22.750000000000004
Malawi,"Coffee, green",1998,12000,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Maize,1998,13711,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Plantains and others,1998,42364,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Potatoes,1998,104774,136,1.7216,70.98333333333333,22.750000000000004
Malawi,"Rice, paddy",1998,16409,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Sorghum,1998,6105,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Tea,1998,21469,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Wheat,1998,7418,136,1.7216,70.98333333333333,22.750000000000004
Malawi,Cassava,1999,54563,125,1.7101,98.75,22.108333333333334
Malawi,"Coffee, green",1999,11800,125,1.7101,98.75,22.108333333333334
Malawi,Maize,1999,18109,125,1.7101,98.75,22.108333333333334
Malawi,Plantains and others,1999,48810,125,1.7101,98.75,22.108333333333334
Malawi,Potatoes,1999,112207,125,1.7101,98.75,22.108333333333334
Malawi,"Rice, paddy",1999,20279,125,1.7101,98.75,22.108333333333334
Malawi,Sorghum,1999,6980,125,1.7101,98.75,22.108333333333334
Malawi,Tea,1999,17853,125,1.7101,98.75,22.108333333333334
Malawi,Wheat,1999,7877,125,1.7101,98.75,22.108333333333334
Malawi,Cassava,2000,154605,210,1.8319,93.64166666666665,22.13333333333333
Malawi,"Coffee, green",2000,10865,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Maize,2000,17428,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Plantains and others,2000,57895,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Potatoes,2000,114561,210,1.8319,93.64166666666665,22.13333333333333
Malawi,"Rice, paddy",2000,16451,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Sorghum,2000,6687,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Tea,2000,23345,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Wheat,2000,7968,210,1.8319,93.64166666666665,22.13333333333333
Malawi,Cassava,2001,169416,170,1.7825,95.25000000000001,22.358333333333334
Malawi,"Coffee, green",2001,9600,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Maize,2001,11845,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Plantains and others,2001,65714,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Potatoes,2001,135370,170,1.7825,95.25000000000001,22.358333333333334
Malawi,"Rice, paddy",2001,18576,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Sorghum,2001,6804,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Tea,2001,19574,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Wheat,2001,8989,170,1.7825,95.25000000000001,22.358333333333334
Malawi,Cassava,2002,149635,129,1.804,80.69166666666666,22.525000000000002
Malawi,"Coffee, green",2002,9215,129,1.804,80.69166666666666,22.525000000000002
Malawi,Maize,2002,10460,129,1.804,80.69166666666666,22.525000000000002
Malawi,Plantains and others,2002,75000,129,1.804,80.69166666666666,22.525000000000002
Malawi,Potatoes,2002,126773,129,1.804,80.69166666666666,22.525000000000002
Malawi,"Rice, paddy",2002,16425,129,1.804,80.69166666666666,22.525000000000002
Malawi,Sorghum,2002,7197,129,1.804,80.69166666666666,22.525000000000002
Malawi,Tea,2002,20851,129,1.804,80.69166666666666,22.525000000000002
Malawi,Wheat,2002,5588,129,1.804,80.69166666666666,22.525000000000002
Malawi,Cassava,2003,157453,89,1.8191,81.99166666666667,22.616666666666664
Malawi,"Coffee, green",2003,10382,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Maize,2003,12259,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Plantains and others,2003,90000,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Potatoes,2003,130916,89,1.8191,81.99166666666667,22.616666666666664
Malawi,"Rice, paddy",2003,16212,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Sorghum,2003,7620,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Soybeans,2003,7593,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Tea,2003,22303,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Wheat,2003,7510,89,1.8191,81.99166666666667,22.616666666666664
Malawi,Cassava,2004,161644,48,1.8999,94.46666666666665,22.46666666666667
Malawi,"Coffee, green",2004,6974,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Maize,2004,10460,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Plantains and others,2004,100000,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Potatoes,2004,120873,48,1.8999,94.46666666666665,22.46666666666667
Malawi,"Rice, paddy",2004,11681,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Sorghum,2004,6446,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Soybeans,2004,6447,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Tea,2004,26795,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Wheat,2004,7537,48,1.8999,94.46666666666665,22.46666666666667
Malawi,Cassava,2005,142995,296,2.0315,71.60833333333332,23.258333333333336
Malawi,"Coffee, green",2005,7873,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Maize,2005,8093,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Plantains and others,2005,96875,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Potatoes,2005,90371,296,2.0315,71.60833333333332,23.258333333333336
Malawi,"Rice, paddy",2005,8424,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Sorghum,2005,2656,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Soybeans,2005,5797,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Tea,2005,21111,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Wheat,2005,8707,296,2.0315,71.60833333333332,23.258333333333336
Malawi,Cassava,2006,173116,202,2.1596,79.85833333333333,22.59166666666667
Malawi,"Coffee, green",2006,9957,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Maize,2006,14814,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Plantains and others,2006,94118,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Potatoes,2006,133445,202,2.1596,79.85833333333333,22.59166666666667
Malawi,"Rice, paddy",2006,17576,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Sorghum,2006,7688,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Soybeans,2006,7639,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Tea,2006,23689,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Wheat,2006,12071,202,2.1596,79.85833333333333,22.59166666666667
Malawi,Cassava,2007,187722,524,2.5979,89.35833333333333,22.641666666666666
Malawi,"Coffee, green",2007,9353,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Maize,2007,26547,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Plantains and others,2007,94286,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Potatoes,2007,151922,524,2.5979,89.35833333333333,22.641666666666666
Malawi,"Rice, paddy",2007,19481,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Sorghum,2007,8593,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Soybeans,2007,8972,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Tea,2007,24687,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Wheat,2007,22968,524,2.5979,89.35833333333333,22.641666666666666
Malawi,Cassava,2008,190760,625,3.0454,88.79166666666667,22.375
Malawi,"Coffee, green",2008,8631,625,3.0454,88.79166666666667,22.375
Malawi,Maize,2008,16498,625,3.0454,88.79166666666667,22.375
Malawi,Plantains and others,2008,95223,625,3.0454,88.79166666666667,22.375
Malawi,Potatoes,2008,146009,625,3.0454,88.79166666666667,22.375
Malawi,"Rice, paddy",2008,18200,625,3.0454,88.79166666666667,22.375
Malawi,Sorghum,2008,8314,625,3.0454,88.79166666666667,22.375
Malawi,Soybeans,2008,8722,625,3.0454,88.79166666666667,22.375
Malawi,Tea,2008,24100,625,3.0454,88.79166666666667,22.375
Malawi,Wheat,2008,16133,625,3.0454,88.79166666666667,22.375
Malawi,Cassava,2009,202912,736,3.3649,90.56666666666668,22.458333333333332
Malawi,"Coffee, green",2009,18367,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Maize,2009,22265,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Plantains and others,2009,96356,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Potatoes,2009,161923,736,3.3649,90.56666666666668,22.458333333333332
Malawi,"Rice, paddy",2009,21259,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Sorghum,2009,7968,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Soybeans,2009,9804,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Tea,2009,24327,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Wheat,2009,15006,736,3.3649,90.56666666666668,22.458333333333332
Malawi,Cassava,2010,204311,584,3.9475,75.84166666666665,22.941666666666663
Malawi,"Coffee, green",2010,14735,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Maize,2010,20158,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Plantains and others,2010,97486,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Potatoes,2010,160600,584,3.9475,75.84166666666665,22.941666666666663
Malawi,"Rice, paddy",2010,18631,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Sorghum,2010,6094,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Soybeans,2010,9757,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Tea,2010,24684,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Wheat,2010,15123,584,3.9475,75.84166666666665,22.941666666666663
Malawi,Cassava,2011,215408,554,4.3925,93.71666666666668,22.325000000000003
Malawi,"Coffee, green",2011,14278,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Maize,2011,22079,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Plantains and others,2011,98689,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Potatoes,2011,159930,554,4.3925,93.71666666666668,22.325000000000003
Malawi,"Rice, paddy",2011,19125,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Sorghum,2011,8184,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Soybeans,2011,9977,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Tea,2011,25019,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Wheat,2011,15214,554,4.3925,93.71666666666668,22.325000000000003
Malawi,Cassava,2012,223883,776,4.8773,82.125,22.325
Malawi,"Coffee, green",2012,14574,776,4.8773,82.125,22.325
Malawi,Maize,2012,21932,776,4.8773,82.125,22.325
Malawi,Plantains and others,2012,100000,776,4.8773,82.125,22.325
Malawi,Potatoes,2012,172009,776,4.8773,82.125,22.325
Malawi,"Rice, paddy",2012,18453,776,4.8773,82.125,22.325
Malawi,Sorghum,2012,8335,776,4.8773,82.125,22.325
Malawi,Soybeans,2012,10433,776,4.8773,82.125,22.325
Malawi,Tea,2012,25378,776,4.8773,82.125,22.325
Malawi,Wheat,2012,15104,776,4.8773,82.125,22.325
Malawi,Cassava,2013,228041,1500,5.295,86.23333333333333,22.375
Malawi,"Coffee, green",2013,14632,1500,5.295,86.23333333333333,22.375
Malawi,Maize,2013,21708,1500,5.295,86.23333333333333,22.375
Malawi,Plantains and others,2013,101177,1500,5.295,86.23333333333333,22.375
Malawi,Potatoes,2013,175414,1500,5.295,86.23333333333333,22.375
Malawi,"Rice, paddy",2013,19174,1500,5.295,86.23333333333333,22.375
Malawi,Sorghum,2013,9647,1500,5.295,86.23333333333333,22.375
Malawi,Soybeans,2013,9791,1500,5.295,86.23333333333333,22.375
Malawi,Tea,2013,25723,1500,5.295,86.23333333333333,22.375
Malawi,Wheat,2013,14058,1500,5.295,86.23333333333333,22.375
Malawi,Cassava,2014,225876,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,"Coffee, green",2014,15181,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Maize,2014,23339,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Plantains and others,2014,102192,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Potatoes,2014,174729,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,"Rice, paddy",2014,19585,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Sorghum,2014,10119,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Soybeans,2014,10843,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Sweet potatoes,2014,202672,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Tea,2014,26005,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Wheat,2014,12262,2358,5.4348,81.14166666666667,22.450000000000003
Malawi,Cassava,2015,225040,2358,6.0784,75.85833333333333,22.75
Malawi,"Coffee, green",2015,16827,2358,6.0784,75.85833333333333,22.75
Malawi,Maize,2015,16563,2358,6.0784,75.85833333333333,22.75
Malawi,Plantains and others,2015,100893,2358,6.0784,75.85833333333333,22.75
Malawi,Potatoes,2015,172870,2358,6.0784,75.85833333333333,22.75
Malawi,"Rice, paddy",2015,16946,2358,6.0784,75.85833333333333,22.75
Malawi,Sorghum,2015,8452,2358,6.0784,75.85833333333333,22.75
Malawi,Soybeans,2015,8701,2358,6.0784,75.85833333333333,22.75
Malawi,Sweet potatoes,2015,202889,2358,6.0784,75.85833333333333,22.75
Malawi,Tea,2015,26456,2358,6.0784,75.85833333333333,22.75
Malawi,Wheat,2015,12790,2358,6.0784,75.85833333333333,22.75
Malawi,Cassava,2016,218888,2358,6.4321,79.2,22.691666666666663
Malawi,"Coffee, green",2016,16827,2358,6.4321,79.2,22.691666666666663
Malawi,Maize,2016,14154,2358,6.4321,79.2,22.691666666666663
Malawi,Plantains and others,2016,100687,2358,6.4321,79.2,22.691666666666663
Malawi,Potatoes,2016,165504,2358,6.4321,79.2,22.691666666666663
Malawi,"Rice, paddy",2016,15604,2358,6.4321,79.2,22.691666666666663
Malawi,Sorghum,2016,5887,2358,6.4321,79.2,22.691666666666663
Malawi,Soybeans,2016,8846,2358,6.4321,79.2,22.691666666666663
Malawi,Sweet potatoes,2016,202154,2358,6.4321,79.2,22.691666666666663
Malawi,Tea,2016,26525,2358,6.4321,79.2,22.691666666666663
Malawi,Wheat,2016,11116,2358,6.4321,79.2,22.691666666666663
Malawi,Cassava,2017,214134,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,"Coffee, green",2017,18875,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Maize,2017,20078,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Plantains and others,2017,100844,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Potatoes,2017,184164,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,"Rice, paddy",2017,18662,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Sorghum,2017,8696,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Soybeans,2017,11051,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Sweet potatoes,2017,201585,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Tea,2017,26807,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Wheat,2017,12273,2358,7.0203,94.69166666666668,22.51666666666667
Malawi,Cassava,2018,227242,2358,9.8918,96.05,22.483333333333334
Malawi,"Coffee, green",2018,23345,2358,9.8918,96.05,22.483333333333334
Malawi,Maize,2018,16008,2358,9.8918,96.05,22.483333333333334
Malawi,Plantains and others,2018,100955,2358,9.8918,96.05,22.483333333333334
Malawi,Potatoes,2018,165247,2358,9.8918,96.05,22.483333333333334
Malawi,"Rice, paddy",2018,17557,2358,9.8918,96.05,22.483333333333334
Malawi,Sorghum,2018,7798,2358,9.8918,96.05,22.483333333333334
Malawi,Soybeans,2018,9813,2358,9.8918,96.05,22.483333333333334
Malawi,Sweet potatoes,2018,200170,2358,9.8918,96.05,22.483333333333334
Malawi,Tea,2018,27101,2358,9.8918,96.05,22.483333333333334
Malawi,Wheat,2018,12314,2358,9.8918,96.05,22.483333333333334
Mali,Cassava,1990,72500,254,9.5912,21.275000000000002,28.833333333333332
Mali,Maize,1990,11566,254,9.5912,21.275000000000002,28.833333333333332
Mali,Potatoes,1990,180000,254,9.5912,21.275000000000002,28.833333333333332
Mali,"Rice, paddy",1990,14360,254,9.5912,21.275000000000002,28.833333333333332
Mali,Sorghum,1990,6571,254,9.5912,21.275000000000002,28.833333333333332
Mali,Soybeans,1990,16667,254,9.5912,21.275000000000002,28.833333333333332
Mali,Sweet potatoes,1990,48316,254,9.5912,21.275000000000002,28.833333333333332
Mali,Tea,1990,7067,254,9.5912,21.275000000000002,28.833333333333332
Mali,Wheat,1990,11991,254,9.5912,21.275000000000002,28.833333333333332
Mali,Yams,1990,45091,254,9.5912,21.275000000000002,28.833333333333332
Mali,Cassava,1991,72452,148,9.2923,25.141666666666666,28.466666666666665
Mali,Maize,1991,13824,148,9.2923,25.141666666666666,28.466666666666665
Mali,Potatoes,1991,175000,148,9.2923,25.141666666666666,28.466666666666665
Mali,"Rice, paddy",1991,17274,148,9.2923,25.141666666666666,28.466666666666665
Mali,Sorghum,1991,10898,148,9.2923,25.141666666666666,28.466666666666665
Mali,Soybeans,1991,16868,148,9.2923,25.141666666666666,28.466666666666665
Mali,Sweet potatoes,1991,46740,148,9.2923,25.141666666666666,28.466666666666665
Mali,Tea,1991,7077,148,9.2923,25.141666666666666,28.466666666666665
Mali,Wheat,1991,20000,148,9.2923,25.141666666666666,28.466666666666665
Mali,Yams,1991,50455,148,9.2923,25.141666666666666,28.466666666666665
Mali,Cassava,1992,74000,98,9.4051,23.441666666666666,28.20833333333334
Mali,Maize,1992,10050,98,9.4051,23.441666666666666,28.20833333333334
Mali,Potatoes,1992,177829,98,9.4051,23.441666666666666,28.20833333333334
Mali,"Rice, paddy",1992,17583,98,9.4051,23.441666666666666,28.20833333333334
Mali,Sorghum,1992,6449,98,9.4051,23.441666666666666,28.20833333333334
Mali,Soybeans,1992,16947,98,9.4051,23.441666666666666,28.20833333333334
Mali,Sweet potatoes,1992,47872,98,9.4051,23.441666666666666,28.20833333333334
Mali,Tea,1992,7667,98,9.4051,23.441666666666666,28.20833333333334
Mali,Wheat,1992,13987,98,9.4051,23.441666666666666,28.20833333333334
Mali,Yams,1992,37108,98,9.4051,23.441666666666666,28.20833333333334
Mali,Cassava,1993,73250,92,9.558,23.133333333333336,28.733333333333334
Mali,Maize,1993,11029,92,9.558,23.133333333333336,28.733333333333334
